Player,Birth,Position,Market Value,Contract Expired,Joined,Appearance,Goals,Assists,Team Rank,Transfer
Rui Patrício,"Feb 15, 1988 (33)",Goalkeeper,€10.00m,"Aug 27, 2024","Jul 1, 2021",54,0,0,6,'0'
John Ruddy,"Oct 24, 1986 (34)",Goalkeeper,€800k,"Jun 30, 2022","Jul 10, 2017",7,0,0,10,'1'
Matija Sarkic,"Jul 23, 1997 (23)",Goalkeeper,€100k,"Jun 30, 2025","Jul 27, 2020",25,0,0,10,'0'
Conor Coady,"Feb 25, 1993 (28)",Defender - Centre-Back,€25.00m,"Jun 30, 2025","Jul 3, 2015",42,4,0,10,'0'
Willy Boly,"Feb 3, 1991 (30)",Defender - Centre-Back,€14.00m,"Jun 30, 2023","Jul 1, 2018",11,0,0,10,'1'
Romain Saïss,"Mar 26, 1990 (31)",Defender - Centre-Back,€10.00m,"Jun 30, 2022","Aug 30, 2016",32,3,0,10,'1'
Maximilian Kilman,"May 23, 1997 (24)",Defender - Centre-Back,€4.50m,"Jun 30, 2028","Aug 9, 2018",34,1,0,10,'0'
Rayan Aït-Nouri,"Jun 6, 2001 (20)",Defender - Left-Back,€18.00m,"Jun 30, 2026","Jul 9, 2021",27,1,4,10,'0'
Rúben Vinagre,"Apr 9, 1999 (22)",Defender - Left-Back,€5.00m,"Jun 30, 2024","Jul 1, 2018",18,0,2,10,'1'
Marçal,"Feb 19, 1989 (32)",Defender - Left-Back,€1.80m,"Jun 30, 2022","Sep 1, 2020",37,1,2,10,'1'
Nélson Semedo,"Nov 16, 1993 (27)",Defender - Right-Back,€28.00m,"Jun 30, 2025","Sep 23, 2020",29,1,1,10,'0'
Jonny Otto,"Mar 3, 1994 (27)",Defender - Right-Back,€15.00m,"Jun 30, 2024","Jan 31, 2019",13,2,0,10,'0'
Ki-Jana Hoever,"Jan 18, 2002 (19)",Defender - Right-Back,€7.00m,"Jun 30, 2026","Sep 19, 2020",12,0,2,10,'0'
Oskar Buur,"Mar 31, 1998 (23)",Defender - Right-Back,€300k,"Jan 31, 2022","Jan 1, 2020",8,0,1,10,'1'
Rúben Neves,"Mar 13, 1997 (24)",Midfield - Defensive Midfield,€45.00m,"Jun 30, 2024","Jul 8, 2017",36,4,2,10,'0'
Leander Dendoncker,"Apr 15, 1995 (26)",Midfield - Defensive Midfield,€30.00m,"Jun 30, 2023","Jul 1, 2019",34,3,4,10,'1'
Owen Otasowie,"Jan 6, 2001 (20)",Midfield - Defensive Midfield,€1.50m,"Jun 30, 2023","Aug 20, 2021",0,0,0,20,'0'
João Moutinho,"Sep 8, 1986 (34)",Midfield - Central Midfield,€4.00m,"Jun 30, 2023","Jul 24, 2018",39,2,1,10,'0'
Luke Cundle,"Apr 26, 2002 (19)",Midfield - Central Midfield,€3.50m,"Jun 30, 2026","Jul 1, 2021",27,7,4,10,'0'
Morgan Gibbs-White,"Jan 27, 2000 (21)",Midfield - Attacking Midfield,€7.00m,"Jun 30, 2024","Jan 1, 2017",40,13,10,10,'1'
Pedro Neto,"Mar 9, 2000 (21)",Attack - Right Winger,€35.00m,"Jun 30, 2027","Aug 2, 2019",13,1,1,10,'0'
Adama Traoré,"Jan 25, 1996 (25)",Attack - Right Winger,€30.00m,"Jun 30, 2023","Aug 8, 2018",40,1,4,10,'0'
Daniel Podence,"Oct 21, 1995 (25)",Attack - Right Winger,€25.00m,"Jun 30, 2025","Jan 30, 2020",30,6,3,10,'0'
Diogo Jota,"Dec 4, 1996 (24)",Attack - Centre-Forward,€45.00m,"Jun 30, 2027","Sep 19, 2020",55,21,6,2,'0'
Raúl Jiménez,"May 5, 1991 (30)",Attack - Centre-Forward,€28.00m,"Jun 30, 2024","Jul 1, 2019",36,6,5,10,'0'
Fábio Silva,"Jul 19, 2002 (18)",Attack - Centre-Forward,€25.00m,"Jun 30, 2025","Sep 5, 2020",28,1,3,10,'0'
Patrick Cutrone,"Jan 3, 1998 (23)",Attack - Centre-Forward,€9.00m,"Jun 30, 2023","Jul 30, 2019",31,3,2,10,'1'
