Player,Birth,Position,Market Value,Contract Expired,Joined,Appearance,Goals,Assists,Team Rank,Transfer
Rui Patrício,"Feb 15, 1988 (33)",Goalkeeper,€10.00m,"Aug 27, 2024","Jul 1, 2021",24,0,0,6,'1'
John Ruddy,"Oct 24, 1986 (34)",Goalkeeper,€800k,"Jun 30, 2024","Jul 14, 2022",46,0,0,20,'1'
Matija Sarkic,"Jul 23, 1997 (23)",Goalkeeper,€100k,"Jun 30, 2024","Aug 3, 2023",33,0,0,20,'0'
Conor Coady,"Feb 25, 1993 (28)",Defender - Centre-Back,€25.00m,"Jun 30, 2026","Jul 1, 2023",17,0,0,20,'0'
Willy Boly,"Feb 3, 1991 (30)",Defender - Centre-Back,€14.00m,"Jun 30, 2025","Sep 1, 2022",21,2,1,17,'0'
Romain Saïss,"Mar 26, 1990 (31)",Defender - Centre-Back,€10.00m,"Jun 30, 2025","Jul 24, 2023",28,4,1,20,'0'
Maximilian Kilman,"May 23, 1997 (24)",Defender - Centre-Back,€4.50m,"Jun 30, 2028","Aug 9, 2018",44,2,1,14,'1'
Rayan Aït-Nouri,"Jun 6, 2001 (20)",Defender - Left-Back,€18.00m,"Jun 30, 2026","Jul 9, 2021",38,3,2,14,'0'
Rúben Vinagre,"Apr 9, 1999 (22)",Defender - Left-Back,€5.00m,"Jun 30, 2028","Jul 1, 2022",23,0,0,20,'1'
Marçal,"Feb 19, 1989 (32)",Defender - Left-Back,€1.80m,"Jan 1, 2025","Jul 18, 2022",30,1,0,20,'1'
Hugo Bueno,"Sep 18, 2002 (18)",Defender - Left-Back,€8.00m,"Jun 30, 2028","Jul 1, 2022",26,1,0,14,'0'
Nélson Semedo,"Nov 16, 1993 (27)",Defender - Right-Back,€28.00m,"Jun 30, 2025","Sep 23, 2020",41,1,1,14,'0'
Jonny Otto,"Mar 3, 1994 (27)",Defender - Right-Back,€15.00m,"Jun 30, 2025","Jan 29, 2024",21,0,2,14,'0'
Ki-Jana Hoever,"Jan 18, 2002 (19)",Defender - Right-Back,€7.00m,"Jun 30, 2026","Sep 19, 2020",44,4,5,14,'0'
Oskar Buur,"Mar 31, 1998 (23)",Defender - Right-Back,€300k,"Jun 30, 2024","Feb 8, 2022",24,0,0,20,'1'
Rúben Neves,"Mar 13, 1997 (24)",Midfield - Defensive Midfield,€45.00m,"Jun 30, 2026","Jul 1, 2023",48,7,12,1,'0'
Leander Dendoncker,"Apr 15, 1995 (26)",Midfield - Defensive Midfield,€30.00m,"Jun 30, 2026","Sep 1, 2022",18,1,0,14,'0'
Vitinha,"Feb 13, 2000 (21)",Midfield - Central Midfield,€7.00m,"Jun 30, 2029","Jul 1, 2022",46,9,5,1,'0'
João Moutinho,"Sep 8, 1986 (34)",Midfield - Central Midfield,€4.00m,"Jun 30, 2025","Aug 25, 2023",44,3,2,20,'0'
Luke Cundle,"Apr 26, 2002 (19)",Midfield - Central Midfield,€3.50m,"Jun 30, 2026","Jul 1, 2021",43,7,8,14,'1'
Morgan Gibbs-White,"Jan 27, 2000 (21)",Midfield - Attacking Midfield,€7.00m,"Jun 30, 2027","Aug 19, 2022",42,6,10,17,'0'
Pedro Neto,"Mar 9, 2000 (21)",Attack - Right Winger,€35.00m,"Jun 30, 2027","Aug 2, 2019",24,3,12,14,'1'
Adama Traoré,"Jan 25, 1996 (25)",Attack - Right Winger,€30.00m,"Jun 30, 2025","Aug 12, 2023",18,2,3,13,'0'
Daniel Podence,"Oct 21, 1995 (25)",Attack - Right Winger,€25.00m,"Jun 30, 2025","Jan 30, 2020",47,15,13,13,'1'
Diogo Jota,"Dec 4, 1996 (24)",Attack - Centre-Forward,€45.00m,"Jun 30, 2027","Sep 19, 2020",32,15,4,3,'0'
Raúl Jiménez,"May 5, 1991 (30)",Attack - Centre-Forward,€28.00m,"Jun 30, 2025","Jul 25, 2023",29,7,0,13,'0'
Fábio Silva,"Jul 19, 2002 (18)",Attack - Centre-Forward,€25.00m,"Jun 30, 2025","Sep 5, 2020",35,7,0,13,'0'
Patrick Cutrone,"Jan 3, 1998 (23)",Attack - Centre-Forward,€9.00m,"Jun 30, 2028","Aug 29, 2022",33,14,5,20,'0'
