Player,Birth,Position,Market Value,Contract Expired,Joined,Appearance,Goals,Assists,Team Rank,Transfer
Emiliano Martínez,"Sep 2, 1992 (28)",Goalkeeper,€30.00m,"Jun 30, 2029","Sep 16, 2020",47,0,0,4,0
Lovre Kalinic,"Apr 3, 1990 (31)",Goalkeeper,€2.50m,"Jun 30, 2025","Jul 8, 2022",3,0,0,20,0
Tom Heaton,"Apr 15, 1986 (35)",Goalkeeper,€1.00m,"Jun 30, 2025","Jul 2, 2021",0,0,0,8,0
Jed Steer,"Sep 23, 1992 (28)",Goalkeeper,€800k,"Jun 30, 2026","Jan 4, 2024",22,0,0,20,0
Tyrone Mings,"Mar 13, 1993 (28)",Defender - Centre-Back,€30.00m,"Jun 30, 2026","Jul 8, 2019",1,0,0,4,0
Ezri Konsa,"Oct 23, 1997 (23)",Defender - Centre-Back,€25.00m,"Jun 30, 2028","Jul 11, 2019",50,1,0,4,0
Björn Engels,"Sep 15, 1994 (26)",Defender - Centre-Back,€3.00m,"Jun 30, 2026","Aug 20, 2023",28,0,0,14,0
Björn Engels,"Sep 15, 1994 (26)",Defender - Centre-Back,€3.00m,"Jun 30, 2026","Jul 1, 2021",0,0,0,20,0
Matt Targett,"Sep 18, 1995 (25)",Defender - Left-Back,€17.00m,"Jun 30, 2026","Jul 1, 2022",7,0,0,7,0
Matty Cash,"Aug 7, 1997 (23)",Defender - Right-Back,€22.00m,"Jun 30, 2027","Sep 3, 2020",46,5,3,4,0
Frédéric Guilbert,"Dec 24, 1994 (26)",Defender - Right-Back,€6.00m,"Aug 27, 2024","Jan 17, 2023",36,2,0,13,1
Kaine Kesler-Hayden,"Oct 23, 2002 (18)",Defender - Right-Back,€250k,"May 31, 2025","Jan 15, 2024",31,0,2,4,0
Marvelous Nakamba,"Jan 19, 1994 (27)",Midfield - Defensive Midfield,€7.00m,"Jun 30, 2026","Jul 20, 2023",14,0,0,18,0
Douglas Luiz,"May 9, 1998 (23)",Midfield - Central Midfield,€35.00m,"Jun 30, 2026","Jul 25, 2019",53,10,10,4,1
John McGinn,"Oct 18, 1994 (26)",Midfield - Central Midfield,€30.00m,"Jun 30, 2027","Aug 8, 2018",53,9,7,4,0
Ross Barkley,"Dec 5, 1993 (27)",Midfield - Central Midfield,€20.00m,"Jun 30, 2024","Sep 4, 2022",37,5,6,5,1
Morgan Sanson,"Aug 18, 1994 (26)",Midfield - Central Midfield,€16.00m,"Jun 30, 2024","Jan 26, 2021",32,4,3,4,1
Conor Hourihane,"Feb 2, 1991 (30)",Midfield - Central Midfield,€3.50m,"Jun 30, 2024","Jul 6, 2022",47,6,9,20,1
Carney Chukwuemeka,"Oct 20, 2003 (17)",Midfield - Central Midfield,€1.00m,"Jun 30, 2025","Aug 4, 2022",12,2,1,6,0
Jacob Ramsey,"May 28, 2001 (20)",Midfield - Left Midfield,€32.00m,"Jun 30, 2027","Jul 1, 2020",21,1,2,4,0
Jack Grealish,"Sep 10, 1995 (25)",Attack - Left Winger,€65.00m,"Jun 30, 2027","Aug 5, 2021",36,3,3,1,0
Mahmoud Trezeguet,"Oct 1, 1994 (26)",Attack - Left Winger,€10.00m,"Jun 30, 2026","Jul 4, 2022",28,11,6,20,1
Jaden Philogene,"Feb 8, 2002 (19)",Attack - Left Winger,€500k,"Jun 30, 2026","Sep 1, 2023",33,12,6,20,1
Bertrand Traoré,"Sep 6, 1995 (25)",Attack - Right Winger,€20.00m,"Jun 30, 2024","Feb 1, 2024",17,1,0,8,1
Anwar El Ghazi,"May 3, 1995 (26)",Attack - Right Winger,€13.00m,"Aug 1, 2024","Sep 22, 2023",5,0,1,13,1
Ollie Watkins,"Dec 30, 1995 (25)",Attack - Centre-Forward,€32.00m,"Jun 30, 2028","Sep 9, 2020",53,27,13,4,0
Wesley Moraes,"Nov 24, 1996 (24)",Attack - Centre-Forward,€13.00m,"Aug 9, 2024","Jul 28, 2023",24,0,0,20,1
Ally Samatta,"Dec 23, 1992 (28)",Attack - Centre-Forward,€4.20m,"Jun 30, 2025","Jul 17, 2023",44,3,6,20,0
Keinan Davis,"Feb 13, 1998 (23)",Attack - Centre-Forward,€3.00m,"Jun 30, 2027","Sep 1, 2023",8,1,0,15,0
