Player,Birth,Position,Market Value,Contract Expired,Joined,Appearance,Goals,Assists,Team Rank,Transfer
Freddie Woodman,"Mar 4, 1997 (24)",Goalkeeper,€10.00m,"Jun 30, 2025","Jul 1, 2022",45,0,0,20,0
Martin Dúbravka,"Jan 15, 1989 (32)",Goalkeeper,€5.00m,"Jun 30, 2026","Jul 1, 2018",30,0,0,7,0
Karl Darlow,"Oct 8, 1990 (30)",Goalkeeper,€3.00m,"Jun 30, 2026","Jul 29, 2023",4,0,0,20,0
Mark Gillespie,"Mar 27, 1992 (29)",Goalkeeper,€400k,"Jun 30, 2025","Jul 3, 2020",0,0,0,7,0
Jamaal Lascelles,"Nov 11, 1993 (27)",Defender - Centre-Back,€13.00m,"Jun 30, 2025","Aug 9, 2014",26,1,0,7,0
Fabian Schär,"Dec 20, 1991 (29)",Defender - Centre-Back,€9.00m,"Jun 30, 2026","Jul 26, 2018",47,5,1,7,0
Ciaran Clark,"Sep 26, 1989 (31)",Defender - Centre-Back,€3.00m,"Jun 30, 2024","Oct 10, 2023",6,1,0,20,0
Jamal Lewis,"Jan 25, 1998 (23)",Defender - Left-Back,€15.00m,"Jun 30, 2025","Sep 8, 2020",44,0,3,7,0
Emil Krafth,"Aug 2, 1994 (26)",Defender - Right-Back,€3.50m,"Jun 30, 2026","Aug 8, 2019",22,0,0,7,0
Javier Manquillo,"May 5, 1994 (27)",Defender - Right-Back,€3.00m,"Jun 30, 2025","Jan 21, 2024",12,0,1,13,0
Isaac Hayden,"Mar 22, 1995 (26)",Midfield - Defensive Midfield,€10.00m,"Jun 30, 2026","Jul 11, 2016",28,0,0,7,0
Joelinton,"Aug 14, 1996 (24)",Midfield - Central Midfield,€17.00m,"Jun 30, 2028","Jul 23, 2019",27,3,4,7,0
Joe Willock,"Aug 20, 1999 (21)",Midfield - Central Midfield,€16.00m,"Jun 30, 2027","Aug 13, 2021",14,2,0,7,0
Sean Longstaff,"Oct 30, 1997 (23)",Midfield - Central Midfield,€15.00m,"Jun 30, 2026","Jan 1, 2019",46,8,2,7,0
Jonjo Shelvey,"Feb 27, 1992 (29)",Midfield - Central Midfield,€13.00m,"Jun 30, 2024","Sep 14, 2023",33,3,7,20,1
Matt Ritchie,"Sep 10, 1989 (31)",Midfield - Right Midfield,€3.00m,"Jun 30, 2024","Jul 1, 2016",17,1,0,7,1
Allan Saint-Maximin,"Mar 12, 1997 (24)",Attack - Left Winger,€30.00m,"Jun 30, 2026","Jul 30, 2023",31,4,10,20,0
Ryan Fraser,"Feb 24, 1994 (27)",Attack - Left Winger,€10.00m,"Jun 30, 2024","Sep 7, 2020",44,8,3,7,1
Miguel Almirón,"Feb 10, 1994 (27)",Attack - Right Winger,€16.00m,"Jun 30, 2026","Jan 31, 2019",45,5,3,7,1
Jacob Murphy,"Feb 24, 1995 (26)",Attack - Right Winger,€4.00m,"Jun 30, 2027","Jul 19, 2017",28,3,8,7,0
Callum Wilson,"Feb 27, 1992 (29)",Attack - Centre-Forward,€22.00m,"Jun 30, 2025","Sep 7, 2020",26,10,1,7,0
